version,order,time_ms,nodes_explored,nodes_pruned,solution,length
2,12,70020.00,531102907,1438920605,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
2,12,1,44738.66,343450194,977768758,"[0, 2, 6, 24, 29, 40, 43, 55, 68, 75, 76, 85]",85
