version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
5,11,32,1,32,1079.80,60786671,143862645,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
5,11,32,1,32,1049.93,57639655,136905171,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
