version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,9,96,22.74,264108,595901,"[0, 1, 5, 12, 25, 27, 35, 41, 44]",44
2,9,96,10.91,357148,791229,"[0, 1, 5, 12, 25, 27, 35, 41, 44]",44
