version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
3,11,8,16,128,8782.76,42684751,102228361,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
3,11,8,16,128,8733.91,42683680,102228088,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
