version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
5,10,8,1,8,126.19,3558250,7486921,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
5,10,8,1,8,121.19,3368664,7122779,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
