version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,10,192,20.96,2659762,7791926,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
2,10,192,37.94,1727373,5131501,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
2,10,192,39.68,3878458,10693639,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
