version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,12,192,892.07,218093456,1058197355,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
2,12,192,767.79,199231821,975974093,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
