version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
3,10,8,16,128,285.80,2512580,5391463,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
3,10,8,16,128,286.69,2510083,5387351,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
