version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
4,11,8,4,32,739.74,43243469,103509675,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
4,11,8,4,32,775.42,46554839,111002186,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
