version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,8,96,20.24,35168,56379,"[0, 1, 4, 9, 15, 22, 32, 34]",34
2,8,96,7.28,32028,54191,"[0, 1, 4, 9, 15, 22, 32, 34]",34
