version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
5,11,64,1,64,747.23,44988836,107241898,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
5,11,64,1,64,765.32,48803865,116810964,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
