version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,12,192,1276.45,196705415,972357828,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
2,12,192,1378.68,205579313,998611050,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
