version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
4,12,8,4,32,4990.32,352434703,1011157314,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
4,12,8,4,32,5390.30,357172251,1022495220,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
