version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
3,10,4,8,32,95.77,2454467,5320376,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
3,10,4,8,32,96.32,2456294,5322125,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
