version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,10,192,74.53,4115283,11333716,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
2,10,192,71.27,3226313,9103483,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
2,10,192,31.34,2868354,8074323,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
