version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
4,11,32,8,256,355.27,48011453,113814690,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
4,11,32,8,256,348.61,47698141,112727822,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
