version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,9,96,10.42,308221,697749,"[0, 1, 5, 12, 25, 27, 35, 41, 44]",44
2,9,96,10.97,309197,682357,"[0, 1, 5, 12, 25, 27, 35, 41, 44]",44
