version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
5,11,8,1,8,2049.87,44291898,106050756,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
5,11,8,1,8,2125.43,44946808,107616721,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
