version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,8,96,18.55,37161,59477,"[0, 1, 4, 9, 15, 22, 32, 34]",34
2,8,96,18.49,31640,52132,"[0, 1, 4, 9, 15, 22, 32, 34]",34
