version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,8,96,7.15,36605,57848,"[0, 1, 4, 9, 15, 22, 32, 34]",34
2,8,96,19.76,36219,58523,"[0, 1, 4, 9, 15, 22, 32, 34]",34
