version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
4,11,16,8,128,457.21,46065967,109509114,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
4,11,16,8,128,460.37,47582887,112481731,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
