version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,8,96,20.23,33548,53413,"[0, 1, 4, 9, 15, 22, 32, 34]",34
2,8,96,7.26,37192,60308,"[0, 1, 4, 9, 15, 22, 32, 34]",34
