version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,12,192,1323.44,211054144,1028051171,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
2,12,192,1278.12,192277034,933869589,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
