version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
3,11,16,16,256,16013.64,42726659,102274058,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
3,11,16,16,256,15914.74,42722715,102270583,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
