version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,11,192,193.10,29410323,109537088,"[0, 3, 14, 16, 20, 41, 48, 53, 63, 71, 72]",72
2,11,192,165.37,22160853,86341497,"[0, 3, 14, 16, 20, 41, 48, 53, 63, 71, 72]",72
2,11,192,255.27,25321683,96743801,"[0, 3, 14, 16, 20, 41, 48, 53, 63, 71, 72]",72
