version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,8,96,20.12,37746,59791,"[0, 1, 4, 9, 15, 22, 32, 34]",34
2,8,96,6.86,35795,57918,"[0, 1, 4, 9, 15, 22, 32, 34]",34
