version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,10,192,20.43,2483108,6904879,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
2,10,192,21.52,2615397,7346996,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
2,10,192,26.89,3225004,8905203,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
