version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
5,10,128,1,128,39.42,4307357,8791064,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
5,10,128,1,128,48.19,4000439,8197827,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
