version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
3,11,4,8,32,3092.95,42628538,102156997,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
3,11,4,8,32,3116.56,42630971,102159356,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
