version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
4,10,32,8,256,18.18,5572245,10957657,"[0, 1, 6, 10, 23, 26, 34, 41, 53, 55]",55
4,10,32,8,256,17.62,4650038,9345927,"[0, 2, 14, 21, 29, 32, 45, 49, 54, 55]",55
