version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,14,192,101695.30,30231463047,222296771369,"[0, 4, 6, 20, 35, 52, 59, 77, 78, 86, 89, 99, 122, 127]",127
2,14,192,84686.40,33118879319,239715777706,"[0, 5, 28, 38, 41, 49, 50, 68, 75, 92, 107, 121, 123, 127]",127
