version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,11,192,173.44,25105431,95618267,"[0, 2, 8, 18, 25, 39, 44, 59, 68, 71, 72]",72
2,11,192,263.30,27832895,102498233,"[0, 1, 9, 19, 24, 31, 52, 56, 58, 69, 72]",72
2,11,192,187.70,20848163,81060408,"[0, 2, 8, 18, 25, 39, 44, 59, 68, 71, 72]",72
