version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,14,192,95334.60,33933917148,244302467408,"[0, 4, 6, 20, 35, 52, 59, 77, 78, 86, 89, 99, 122, 127]",127
2,14,192,91333.28,32091063762,233692151916,"[0, 5, 28, 38, 41, 49, 50, 68, 75, 92, 107, 121, 123, 127]",127
