version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,12,192,488.39,170412928,835317696,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
2,12,192,468.43,221300100,1078257503,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
