version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
4,11,4,8,32,841.57,45386274,108109334,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
4,11,4,8,32,814.86,42649792,102199949,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
