version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
3,12,8,4,32,6893.74,358320369,1006169510,"[0, 2, 6, 24, 29, 40, 43, 55, 68, 75, 76, 85]",85
3,12,8,4,32,6837.30,358321661,1006170465,"[0, 2, 6, 24, 29, 40, 43, 55, 68, 75, 76, 85]",85
