version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
4,12,32,8,256,1510.51,481897358,1356429839,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
4,12,32,8,256,1505.47,483784005,1361618434,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
