version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
5,11,16,1,16,1457.14,48337615,115141608,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
5,11,16,1,16,1348.56,46464640,110747028,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
