version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,8,96,6.95,37159,60628,"[0, 1, 4, 9, 15, 22, 32, 34]",34
2,8,96,7.73,34771,55740,"[0, 1, 4, 9, 15, 22, 32, 34]",34
