version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,9,96,25.24,326571,728793,"[0, 3, 9, 17, 19, 32, 39, 43, 44]",44
2,9,96,10.88,284675,656552,"[0, 1, 5, 12, 25, 27, 35, 41, 44]",44
