version,order,mpi_procs,omp_threads,total_workers,time_ms,nodes,pruned,solution,length
5,11,256,1,256,427.48,9613871,20230676,"[0, 1, 4, 13, 28, 33, 47, 54, 64, 70, 72]",72
5,11,256,1,256,426.05,7835448,16285710,"[0, 1, 3, 13, 19, 30, 44, 52, 67, 72, 76]",76
