version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,9,96,22.61,271966,607701,"[0, 1, 5, 12, 25, 27, 35, 41, 44]",44
2,9,96,25.10,291922,659063,"[0, 3, 9, 17, 19, 32, 39, 43, 44]",44
