version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,12,192,4572.40,201336659,1004701635,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
2,12,192,5398.31,239996119,1181248242,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
