version,order,threads,time_ms,nodes_explored,nodes_pruned,solution,length
2,12,192,460.63,170287257,841574094,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
2,12,192,576.25,224838870,1092228252,"[0, 9, 10, 17, 30, 42, 45, 56, 61, 79, 83, 85]",85
